"","queryid","subjectids","identity","positives","alignmentlength","mismatches","gapopens","q.start","q.end","s.start","s.end","evalue","bitscore"
"1","unnamed","gi|449802741|pdb|4IRY|B","88.79","88.79","455","  0"," 4","  1","404"," 21","475","0.0e+00","801.0"
"2","unnamed","gi|449802742|pdb|4IRY|A","88.79","88.79","455","  0"," 4","  1","404"," 21","475","0.0e+00","801.0"
"3","unnamed","gi|480311861|pdb|3ZDP|A","84.52","84.52","478","  0"," 4","  1","404"," 21","498","0.0e+00","793.0"
"4","unnamed","gi|480311862|pdb|3ZDP|B","84.52","84.52","478","  0"," 4","  1","404"," 21","498","0.0e+00","793.0"
"5","unnamed","gi|480311863|pdb|3ZDP|C","84.52","84.52","478","  0"," 4","  1","404"," 21","498","0.0e+00","793.0"
"6","unnamed","gi|427930491|pdb|2YMN|A","84.52","84.52","478","  0"," 4","  1","404"," 21","498","0.0e+00","792.0"
"7","unnamed","gi|427930492|pdb|2YMN|B","84.52","84.52","478","  0"," 4","  1","404"," 21","498","0.0e+00","792.0"
"8","unnamed","gi|427930493|pdb|2YMN|C","84.52","84.52","478","  0"," 4","  1","404"," 21","498","0.0e+00","792.0"
"9","unnamed","gi|427930494|pdb|2YMN|D","84.52","84.52","478","  0"," 4","  1","404"," 21","498","0.0e+00","792.0"
"10","unnamed","gi|427930495|pdb|2YMN|E","84.52","84.52","478","  0"," 4","  1","404"," 21","498","0.0e+00","792.0"
"11","unnamed","gi|427930496|pdb|2YMN|F","84.52","84.52","478","  0"," 4","  1","404"," 21","498","0.0e+00","792.0"
"12","unnamed","gi|122920718|pdb|2IQH|A","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"13","unnamed","gi|122920719|pdb|2IQH|B","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"14","unnamed","gi|122920720|pdb|2IQH|C","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"15","unnamed","gi|251836845|pdb|2WFS|A","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"16","unnamed","gi|251836846|pdb|2WFS|B","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"17","unnamed","gi|251836847|pdb|2WFS|C","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"18","unnamed","gi|251836848|pdb|2WFS|D","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"19","unnamed","gi|251836849|pdb|2WFS|E","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"20","unnamed","gi|251836850|pdb|2WFS|F","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"21","unnamed","gi|251836851|pdb|2WFS|G","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"22","unnamed","gi|251836852|pdb|2WFS|H","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"23","unnamed","gi|251836853|pdb|2WFS|I","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"24","unnamed","gi|346651983|pdb|3RO5|A","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"25","unnamed","gi|346651984|pdb|3RO5|B","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"26","unnamed","gi|402550079|pdb|3TG6|A","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"27","unnamed","gi|402550080|pdb|3TG6|B","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"28","unnamed","gi|427930773|pdb|4BBL|A","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"29","unnamed","gi|427930774|pdb|4BBL|B","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"30","unnamed","gi|427930775|pdb|4BBL|C","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"31","unnamed","gi|427930776|pdb|4BBL|D","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"32","unnamed","gi|427930777|pdb|4BBL|E","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"33","unnamed","gi|427930778|pdb|4BBL|F","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"34","unnamed","gi|427930779|pdb|4BBL|G","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"35","unnamed","gi|427930780|pdb|4BBL|H","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"36","unnamed","gi|427930781|pdb|4BBL|I","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"37","unnamed","gi|427930782|pdb|4BBL|J","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"38","unnamed","gi|427930783|pdb|4BBL|K","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"39","unnamed","gi|427930784|pdb|4BBL|L","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"40","unnamed","gi|427930785|pdb|4BBL|M","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"41","unnamed","gi|427930786|pdb|4BBL|N","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"42","unnamed","gi|427930787|pdb|4BBL|O","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"43","unnamed","gi|427930788|pdb|4BBL|P","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"44","unnamed","gi|427930789|pdb|4BBL|Q","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"45","unnamed","gi|427930790|pdb|4BBL|R","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"46","unnamed","gi|427930791|pdb|4BBL|S","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"47","unnamed","gi|427930792|pdb|4BBL|T","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"48","unnamed","gi|427930793|pdb|4BBL|U","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"49","unnamed","gi|427930794|pdb|4BBL|V","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"50","unnamed","gi|427930795|pdb|4BBL|W","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"51","unnamed","gi|427930796|pdb|4BBL|X","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"52","unnamed","gi|459358576|pdb|4DYA|A","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"53","unnamed","gi|459358577|pdb|4DYA|B","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"54","unnamed","gi|459358578|pdb|4DYB|A","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"55","unnamed","gi|459358579|pdb|4DYB|B","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"56","unnamed","gi|459358582|pdb|4DYN|A","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"57","unnamed","gi|459358583|pdb|4DYN|B","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"58","unnamed","gi|459358584|pdb|4DYP|A","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"59","unnamed","gi|459358585|pdb|4DYP|B","84.52","84.52","478","  0"," 4","  1","404"," 14","491","0.0e+00","791.0"
"60","unnamed","gi|459358589|pdb|4DYT|A","83.89","84.31","478","  3"," 4","  1","404"," 15","492","0.0e+00","786.0"
"61","unnamed","gi|459358590|pdb|4DYT|B","83.89","84.31","478","  3"," 4","  1","404"," 15","492","0.0e+00","786.0"
"62","unnamed","gi|459358591|pdb|4DYT|C","83.89","84.31","478","  3"," 4","  1","404"," 15","492","0.0e+00","786.0"
"63","unnamed","gi|189095954|pdb|2Q06|A","79.29","82.85","478"," 25"," 4","  1","404"," 27","504","0.0e+00","753.0"
"64","unnamed","gi|189095955|pdb|2Q06|B","79.29","82.85","478"," 25"," 4","  1","404"," 27","504","0.0e+00","753.0"
"65","unnamed","gi|459358586|pdb|4DYS|A","78.02","82.11","464"," 28"," 4","  6","395","  3","466","0.0e+00","718.0"
"66","unnamed","gi|459358587|pdb|4DYS|B","78.02","82.11","464"," 28"," 4","  6","395","  3","466","0.0e+00","718.0"
"67","unnamed","gi|459358588|pdb|4DYS|C","78.02","82.11","464"," 28"," 4","  6","395","  3","466","0.0e+00","718.0"
"68","unnamed","gi|392311613|pdb|3TJ0|A","33.06","51.21","496","227","12","  3","404"," 75","559","3.0e-80","260.0"
"69","unnamed","gi|392311614|pdb|3TJ0|B","33.06","51.21","496","227","12","  3","404"," 75","559","3.0e-80","260.0"
