"","queryid","subjectids","identity","positives","alignmentlength","mismatches","gapopens","q.start","q.end","s.start","s.end","evalue","bitscore"
"1","unnamed","gi|499141927|pdb|4F15|A"," 86.65"," 94.62","502"," 67","0","  2","503","10","511"," 0e+00","941"
"2","unnamed","gi|499141930|pdb|4F15|D"," 86.65"," 94.62","502"," 67","0","  2","503","10","511"," 0e+00","941"
"3","unnamed","gi|499141936|pdb|4F15|J"," 86.65"," 94.62","502"," 67","0","  2","503","10","511"," 0e+00","941"
"4","unnamed","gi|260099816|pdb|2WR3|A"," 67.81"," 82.19","494","157","2","  2","495","16","507"," 0e+00","735"
"5","unnamed","gi|260099817|pdb|2WR3|B"," 67.81"," 82.19","494","157","2","  2","495","16","507"," 0e+00","735"
"6","unnamed","gi|260099818|pdb|2WR3|C"," 67.81"," 82.19","494","157","2","  2","495","16","507"," 0e+00","735"
"7","unnamed","gi|260099819|pdb|2WR4|A"," 67.81"," 82.19","494","157","2","  2","495","16","507"," 0e+00","735"
"8","unnamed","gi|260099820|pdb|2WR4|B"," 67.81"," 82.19","494","157","2","  2","495","16","507"," 0e+00","735"
"9","unnamed","gi|260099821|pdb|2WR4|C"," 67.81"," 82.19","494","157","2","  2","495","16","507"," 0e+00","735"
"10","unnamed","gi|260099822|pdb|2WR5|A"," 67.81"," 82.19","494","157","2","  2","495","16","507"," 0e+00","735"
"11","unnamed","gi|260099823|pdb|2WR5|B"," 67.81"," 82.19","494","157","2","  2","495","16","507"," 0e+00","735"
"12","unnamed","gi|260099824|pdb|2WR5|C"," 67.81"," 82.19","494","157","2","  2","495","16","507"," 0e+00","735"
"13","unnamed","gi|260099807|pdb|2WR0|A"," 67.61"," 81.78","494","158","2","  2","495","16","507"," 0e+00","733"
"14","unnamed","gi|260099808|pdb|2WR0|B"," 67.61"," 81.78","494","158","2","  2","495","16","507"," 0e+00","733"
"15","unnamed","gi|260099809|pdb|2WR0|C"," 67.61"," 81.78","494","158","2","  2","495","16","507"," 0e+00","733"
