"","queryid","subjectids","identity","positives","alignmentlength","mismatches","gapopens","q.start","q.end","s.start","s.end","evalue","bitscore"
"1","unnamed","gi|215261007|pdb|2JLQ|A","100.00","100.00","451","  0","0","  1","451","  1","451"," 0.0e+00","930.0"
"2","unnamed","gi|215261026|pdb|2JLY|A","100.00","100.00","451","  0","0","  1","451","  1","451"," 0.0e+00","930.0"
"3","unnamed","gi|215261027|pdb|2JLY|B","100.00","100.00","451","  0","0","  1","451","  1","451"," 0.0e+00","930.0"
"4","unnamed","gi|215261009|pdb|2JLS|A"," 99.78"," 99.78","451","  1","0","  1","451","  1","451"," 0.0e+00","927.0"
"5","unnamed","gi|215261010|pdb|2JLU|A"," 99.56"," 99.56","451","  2","0","  1","451","  1","451"," 0.0e+00","925.0"
"6","unnamed","gi|215261011|pdb|2JLU|B"," 99.56"," 99.56","451","  2","0","  1","451","  1","451"," 0.0e+00","925.0"
"7","unnamed","gi|215261014|pdb|2JLV|A"," 99.56"," 99.56","451","  2","0","  1","451","  1","451"," 0.0e+00","925.0"
"8","unnamed","gi|215261015|pdb|2JLV|B"," 99.56"," 99.56","451","  2","0","  1","451","  1","451"," 0.0e+00","925.0"
"9","unnamed","gi|215261018|pdb|2JLW|A"," 99.56"," 99.56","451","  2","0","  1","451","  1","451"," 0.0e+00","925.0"
"10","unnamed","gi|215261019|pdb|2JLW|B"," 99.56"," 99.56","451","  2","0","  1","451","  1","451"," 0.0e+00","925.0"
"11","unnamed","gi|215261022|pdb|2JLX|A"," 99.56"," 99.56","451","  2","0","  1","451","  1","451"," 0.0e+00","925.0"
"12","unnamed","gi|215261023|pdb|2JLX|B"," 99.56"," 99.56","451","  2","0","  1","451","  1","451"," 0.0e+00","925.0"
"13","unnamed","gi|215261030|pdb|2JLZ|A"," 99.56"," 99.56","451","  2","0","  1","451","  1","451"," 0.0e+00","925.0"
"14","unnamed","gi|215261031|pdb|2JLZ|B"," 99.56"," 99.56","451","  2","0","  1","451","  1","451"," 0.0e+00","925.0"
"15","unnamed","gi|215261008|pdb|2JLR|A"," 99.33"," 99.78","451","  3","0","  1","451","  1","451"," 0.0e+00","924.0"
"16","unnamed","gi|159795581|pdb|2VBC|A"," 99.55"," 99.78","448","  2","0","  4","451","171","618"," 0.0e+00","921.0"
"17","unnamed","gi|293651725|pdb|2WHX|A"," 99.55"," 99.78","448","  2","0","  4","451","171","618"," 0.0e+00","920.0"
"18","unnamed","gi|293651728|pdb|2WZQ|A"," 99.33"," 99.55","449","  2","1","  4","451","171","619"," 0.0e+00","917.0"
"19","unnamed","gi|75766353|pdb|2BHR|A"," 80.49"," 91.93","446"," 87","0","  6","451","  6","451"," 0.0e+00","769.0"
"20","unnamed","gi|75766354|pdb|2BHR|B"," 80.49"," 91.93","446"," 87","0","  6","451","  6","451"," 0.0e+00","769.0"
"21","unnamed","gi|75766362|pdb|2BMF|A"," 80.49"," 91.93","446"," 87","0","  6","451","  6","451"," 0.0e+00","769.0"
"22","unnamed","gi|75766363|pdb|2BMF|B"," 80.49"," 91.93","446"," 87","0","  6","451","  6","451"," 0.0e+00","769.0"
"23","unnamed","gi|157835908|pdb|2QEQ|A"," 67.74"," 83.87","434","140","0"," 18","451","  1","434"," 0.0e+00","644.0"
"24","unnamed","gi|157835909|pdb|2QEQ|B"," 67.74"," 83.87","434","140","0"," 18","451","  1","434"," 0.0e+00","644.0"
"25","unnamed","gi|169404679|pdb|2Z83|A"," 65.98"," 84.02","438","149","0"," 14","451"," 16","453"," 0.0e+00","641.0"
"26","unnamed","gi|158431093|pdb|2V8O|A"," 66.44"," 84.02","438","147","0"," 14","451","  7","444"," 0.0e+00","637.0"
"27","unnamed","gi|270047579|pdb|2WV9|A"," 66.44"," 84.02","438","147","0"," 14","451","236","673"," 0.0e+00","635.0"
"28","unnamed","gi|170785041|pdb|2V6I|A"," 62.67"," 80.88","434","159","2"," 18","451","  1","431"," 0.0e+00","598.0"
"29","unnamed","gi|170785042|pdb|2V6J|A"," 62.44"," 80.65","434","160","2"," 18","451","  1","431"," 0.0e+00","596.0"
"30","unnamed","gi|75765635|pdb|1YKS|A"," 50.68"," 67.81","438","214","2"," 15","451","  4","440","1.0e-156","455.0"
"31","unnamed","gi|75765636|pdb|1YMF|A"," 49.43"," 65.45","437","219","2"," 16","451","  5","440","4.0e-148","434.0"
