"","taxon","weight"
"1","1HA0_A.pdb",0.01390781913
"2","4KVN_A.pdb",0.024294995659
"3","2YP8_A.pdb",0.005539113875
"4","2YP9_A.pdb",0.010047058979
"5","2YP7_A.pdb",0.010047058979
"6","2YP4_A.pdb",0.013385634161
"7","2YP5_A.pdb",0.013385634161
"8","2YP2_A.pdb",0.015554839422
"9","2YP3_A.pdb",0.013597233655
"10","4FIU_B.pdb",0.016258936942
"11","4FIU_A.pdb",0.013620333335
"12","4FIU_C.pdb",0.013620333335
"13","4F23_B.pdb",0.015470396575
"14","4F23_C.pdb",0.013357486546
"15","4F23_A.pdb",0.013357486546
"16","4MC5_A.pdb",0.011673454909
"17","4MC5_B.pdb",0.011673454909
"18","4MC5_C.pdb",0.011679339491
"19","2WR1_C.pdb",0.017949211738
"20","2WR0_C.pdb",0.021635970319
"21","2WR1_B.pdb",0.014869811163
"22","2WR2_B.pdb",0.014869811163
"23","2WR0_B.pdb",0.020007370428
"24","2WR0_A.pdb",0.014869811163
"25","2WR1_A.pdb",0.014869811163
"26","2WR2_A.pdb",0.020007370428
"27","2WR2_C.pdb",0.019755610836
"28","2WR4_C.pdb",0.01940898084
"29","2WR4_B.pdb",0.014670347967
"30","2WR3_C.pdb",0.014670347967
"31","2WR3_B.pdb",0.01940898084
"32","2WR3_A.pdb",0.014670347967
"33","2WR4_A.pdb",0.014670347967
"34","2WR5_C.pdb",0.017222989097
"35","2WR5_A.pdb",0.013941684053
"36","2WR5_B.pdb",0.013941684053
"37","2WRD_A.pdb",0.013919166033
"38","2WRD_C.pdb",0.013919166033
"39","2WRD_B.pdb",0.017155435036
"40","2WRE_B.pdb",0.017854037168
"41","2WRE_A.pdb",0.01415203341
"42","2WRE_C.pdb",0.01415203341
"43","2WRB_B.pdb",0.013929740228
"44","2WR7_B.pdb",0.013929740228
"45","2WRC_B.pdb",0.017187157622
"46","2WRB_A.pdb",0.014665039601
"47","2WR7_A.pdb",0.014665039601
"48","2WRC_A.pdb",0.019393055739
"49","2WRB_C.pdb",0.019393055739
"50","2WR7_C.pdb",0.014665039601
"51","2WRC_C.pdb",0.014665039601
"52","2WRF_C.pdb",0.019576878746
"53","2WRF_F.pdb",0.017797206331
"54","2WRF_I.pdb",0.014133089798
"55","2WRF_D.pdb",0.014133089798
"56","2WRF_A.pdb",0.021251779456
"57","2WRF_B.pdb",0.014748081101
"58","2WRF_E.pdb",0.014748081101
"59","2WRF_G.pdb",0.019642180241
"60","2WRF_H.pdb",0.017835229982
"61","4F15_J.pdb",0.006339939371
"62","4F15_A.pdb",0.00495188491
"63","4F15_D.pdb",0.011225032693
"64","1RD8_AB.pdb",0.048061647662
