"","queryid","subjectids","identity","positives","alignmentlength","mismatches","gapopens","q.start","q.end","s.start","s.end","evalue","bitscore"
"1","unnamed","gi|299856767|pdb|3LYF|A","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"2","unnamed","gi|299856768|pdb|3LYF|B","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"3","unnamed","gi|299856769|pdb|3LYF|C","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"4","unnamed","gi|299856770|pdb|3LYF|D","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"5","unnamed","gi|411024379|pdb|4H5M|A","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"6","unnamed","gi|411024380|pdb|4H5M|B","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"7","unnamed","gi|411024381|pdb|4H5M|C","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"8","unnamed","gi|411024382|pdb|4H5M|D","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"9","unnamed","gi|411024383|pdb|4H5M|E","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"10","unnamed","gi|411024384|pdb|4H5M|F","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"11","unnamed","gi|411024385|pdb|4H5O|A","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"12","unnamed","gi|411024386|pdb|4H5O|B","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"13","unnamed","gi|411024387|pdb|4H5O|C","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"14","unnamed","gi|411024388|pdb|4H5O|D","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"15","unnamed","gi|411024389|pdb|4H5O|E","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"16","unnamed","gi|411024390|pdb|4H5O|F","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"17","unnamed","gi|411024391|pdb|4H5O|G","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"18","unnamed","gi|411024392|pdb|4H5O|H","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"19","unnamed","gi|411024393|pdb|4H5O|I","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"20","unnamed","gi|411024394|pdb|4H5O|J","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"21","unnamed","gi|411024397|pdb|4H5P|A","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"22","unnamed","gi|411024398|pdb|4H5P|B","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"23","unnamed","gi|411024399|pdb|4H5P|C","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"24","unnamed","gi|411024400|pdb|4H5P|D","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
"25","unnamed","gi|411024403|pdb|4H5Q|A","99.59","99.59","245","  0","1","  1","244","  1","245"," 0.0e+00","503.0"
