"","queryid","subjectids","identity","positives","alignmentlength","mismatches","gapopens","q.start","q.end","s.start","s.end","evalue","bitscore"
"1","unnamed","gi|400977601|pdb|4GH9|A","100.00","100.00","122"," 0","0"," 1","122"," 25","146","2.0e-86","252.0"
"2","unnamed","gi|401871791|pdb|4GHA|A","100.00","100.00","122"," 0","0"," 1","122"," 25","146","2.0e-86","252.0"
"3","unnamed","gi|401871792|pdb|4GHA|C","100.00","100.00","122"," 0","0"," 1","122"," 25","146","2.0e-86","252.0"
"4","unnamed","gi|401871793|pdb|4GHA|E","100.00","100.00","122"," 0","0"," 1","122"," 25","146","2.0e-86","252.0"
"5","unnamed","gi|401871794|pdb|4GHA|G","100.00","100.00","122"," 0","0"," 1","122"," 25","146","2.0e-86","252.0"
"6","unnamed","gi|428698210|pdb|4GHL|A"," 99.18","100.00","122"," 1","0"," 1","122"," 12","133","2.0e-86","251.0"
"7","unnamed","gi|428698211|pdb|4GHL|B"," 99.18","100.00","122"," 1","0"," 1","122"," 12","133","2.0e-86","251.0"
"8","unnamed","gi|428698212|pdb|4GHL|C"," 99.18","100.00","122"," 1","0"," 1","122"," 12","133","2.0e-86","251.0"
"9","unnamed","gi|428698213|pdb|4GHL|D"," 99.18","100.00","122"," 1","0"," 1","122"," 12","133","2.0e-86","251.0"
"10","unnamed","gi|220702555|pdb|3FKE|A"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"11","unnamed","gi|220702556|pdb|3FKE|B"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"12","unnamed","gi|284794118|pdb|3L25|A"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"13","unnamed","gi|284794119|pdb|3L25|B"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"14","unnamed","gi|284794120|pdb|3L25|D"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"15","unnamed","gi|284794121|pdb|3L25|E"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"16","unnamed","gi|284794124|pdb|3L26|A"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"17","unnamed","gi|284794125|pdb|3L26|B"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"18","unnamed","gi|588292866|pdb|4IBB|A"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"19","unnamed","gi|588292867|pdb|4IBB|B"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"20","unnamed","gi|595588255|pdb|4IBC|A"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"21","unnamed","gi|595588256|pdb|4IBC|B"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"22","unnamed","gi|595588257|pdb|4IBD|A"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"23","unnamed","gi|595588258|pdb|4IBD|B"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"24","unnamed","gi|595588259|pdb|4IBE|A"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"25","unnamed","gi|595588260|pdb|4IBE|B"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"26","unnamed","gi|595588261|pdb|4IBF|A"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"27","unnamed","gi|595588262|pdb|4IBF|B"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"28","unnamed","gi|595588263|pdb|4IBG|A"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"29","unnamed","gi|595588264|pdb|4IBG|B"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"30","unnamed","gi|595588265|pdb|4IBI|A"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"31","unnamed","gi|595588266|pdb|4IBI|B"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"32","unnamed","gi|595588267|pdb|4IBJ|A"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"33","unnamed","gi|595588268|pdb|4IBJ|B"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"34","unnamed","gi|595588269|pdb|4IBK|A"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"35","unnamed","gi|595588270|pdb|4IBK|B"," 43.44"," 61.48","122","69","0"," 1","122","  8","129","5.0e-32","112.0"
"36","unnamed","gi|285803622|pdb|3L29|A"," 43.44"," 60.66","122","69","0"," 1","122","  8","129","1.0e-31","111.0"
"37","unnamed","gi|285803623|pdb|3L29|B"," 43.44"," 60.66","122","69","0"," 1","122","  8","129","1.0e-31","111.0"
"38","unnamed","gi|295982362|pdb|3L2A|A"," 42.86"," 61.90","126","64","2"," 1","122","  8","129","2.0e-31","110.0"
"39","unnamed","gi|550545679|pdb|4IJF|A"," 42.62"," 60.66","122","70","0"," 1","122","  7","128","3.0e-31","110.0"
"40","unnamed","gi|523309972|pdb|4LG2|A"," 42.86"," 61.90","126","64","2"," 1","122"," 25","146","3.0e-31","110.0"
"41","unnamed","gi|523309973|pdb|4LG2|B"," 42.86"," 61.90","126","64","2"," 1","122"," 25","146","3.0e-31","110.0"
"42","unnamed","gi|523309974|pdb|4LG2|C"," 42.86"," 61.90","126","64","2"," 1","122"," 25","146","3.0e-31","110.0"
"43","unnamed","gi|523309975|pdb|4LG2|D"," 42.86"," 61.90","126","64","2"," 1","122"," 25","146","3.0e-31","110.0"
"44","unnamed","gi|284794127|pdb|3L27|A"," 42.62"," 60.66","122","70","0"," 1","122","  8","129","6.0e-31","109.0"
"45","unnamed","gi|284794128|pdb|3L27|B"," 42.62"," 60.66","122","70","0"," 1","122","  8","129","6.0e-31","109.0"
"46","unnamed","gi|284794129|pdb|3L27|C"," 42.62"," 60.66","122","70","0"," 1","122","  8","129","6.0e-31","109.0"
